,Latin or scientific name,Common name,Rating,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank,Source
811,Pyrus sylvestris,Apple (chewed seeds),4,Malus sylvestris,Malus sylvestris,726415-1,726415-1,Species,CPCS
812,Pyrus sylvestris,Crabapple (chewed seeds),4,Malus sylvestris,Malus sylvestris,726415-1,726415-1,Species,CPCS
813,Pyrus sylvestris,Wild apple (chewed seeds),4,Malus sylvestris,Malus sylvestris,726415-1,726415-1,Species,CPCS
815,Quercus agrifolia,California live oak,13,Quercus agrifolia,Quercus agrifolia,295759-1,295759-1,Species,CPCS
816,Quercus spp,Acorn,13,Quercus,,,325819-2,Genus,CPCS
817,Quercus spp,Oak,13,Quercus,,,325819-2,Genus,CPCS
818,Quercus utahensis,Scrub oak,13,Quercus gambelii,Quercus gambelii,296173-1,296173-1,Species,CPCS
819,Quercus velutina,Black oak,13,Quercus velutina,Quercus velutina,296899-1,296899-1,Species,CPCS
820,Quercus virginiana,Live oak,13,Quercus virginiana,Quercus virginiana,324846-2,324846-2,Species,CPCS
822,Ranunculus spp,Buttercup,13,Ranunculus,,,30002060-2,Genus,CPCS
823,Ranunculus spp,Ranunculus,13,Ranunculus,,,30002060-2,Genus,CPCS
824,Raphanus raphanistrum,Wild radish,3,Raphanus raphanistrum,Raphanus raphanistrum,217826-2,217826-2,Species,CPCS
825,Raphanus sativus,"Radish, Chinese (leaves)",1,Raphanus raphanistrum subsp. sativus,Raphanus raphanistrum,217826-2,77159305-1,Subspecies,CPCS
826,Retama raetam,Broom bush,4,Retama raetam,Retama raetam,517087-1,517087-1,Species,CPCS
827,Rhamnus californica,Coffeeberry,3,Frangula californica,Frangula californica,717357-1,717357-1,Species,CPCS
828,Rhamnus cathartica,Buckthorn,4,Rhamnus cathartica,Rhamnus cathartica,718256-1,718256-1,Species,CPCS
829,Rhamus purshiana,Cascara,4,,,,,,CPCS
830,Rheum spp,Pie plant (leaves),"1, 2b, 3",,,,,,CPCS
831,Rheum spp,Rhubarb (leaves),"1, 2b, 3",,,,,,CPCS
832,Rhododendron genus,Azalea,4,,,,,,CPCS
833,Rhododendron genus,Rhododendron,4,,,,,,CPCS
834,Rhododendron maximum,"Laurel, great",4,Rhododendron maximum,Rhododendron maximum,219492-2,219492-2,Species,CPCS
835,Rhododendron maximum,Rosebay,4,Rhododendron maximum,Rhododendron maximum,219492-2,219492-2,Species,CPCS
836,Rhus cotinus,"Smoke plant, bush or tree",1,Cotinus coggygria,Cotinus coggygria,69498-1,69498-1,Species,CPCS
837,Rhus diversiloba,Western poison oak,1,Toxicodendron diversilobum,Toxicodendron diversilobum,255739-2,255739-2,Species,CPCS
838,Rhus quercifolium,Eastern poison oak,1,Toxicodendron pubescens,Toxicodendron pubescens,255764-2,255764-2,Species,CPCS
839,Rhus spp,Poison ivy,1,Rhus,,,30005665-2,Genus,CPCS
840,Rhus spp,Poison vine,1,Rhus,,,30005665-2,Genus,CPCS
841,Rhus succedanea,Wax tree,1,Toxicodendron succedaneum,Toxicodendron succedaneum,71802-1,71802-1,Species,CPCS
842,Rhus verniciflua,Lacquer tree,1,Toxicodendron vernicifluum,Toxicodendron vernicifluum,71819-1,71819-1,Species,CPCS
843,Ricinus communis,Castor bean,4,Ricinus communis,Ricinus communis,355498-1,355498-1,Species,CPCS
844,Ricinus communis,Mole bean,4,Ricinus communis,Ricinus communis,355498-1,355498-1,Species,CPCS
845,Ricinus communis,Palma Christi,4,Ricinus communis,Ricinus communis,355498-1,355498-1,Species,CPCS
846,Rivina humilis,Coral berry,3,Rivina humilis,Rivina humilis,221479-2,221479-2,Species,CPCS
847,Rivina humilis,Pigeonberry,3,Rivina humilis,Rivina humilis,221479-2,221479-2,Species,CPCS
848,Robinia pseudoacacia,"Acacia, black",4,Robinia pseudoacacia,Robinia pseudoacacia,30034699-2,30034699-2,Species,CPCS
849,Robinia pseudoacacia,"Acacia, false",4,Robinia pseudoacacia,Robinia pseudoacacia,30034699-2,30034699-2,Species,CPCS
850,Robinia pseudoacacia,"Locust, black or yellow",4,Robinia pseudoacacia,Robinia pseudoacacia,30034699-2,30034699-2,Species,CPCS
851,Rudbeckia hirta,Black eyed Susan,1,Rudbeckia hirta,Rudbeckia hirta,223740-2,223740-2,Species,CPCS
852,Rumex crispus,Curly dock,"1,2b",Rumex crispus,Rumex crispus,224413-2,224413-2,Species,CPCS
853,Rumex crispus,Spurdock,"1,2b",Rumex crispus,Rumex crispus,224413-2,224413-2,Species,CPCS
854,Rumex hymenosepalus,Wild rhubarb,2b,Rumex hymenosepalus,Rumex hymenosepalus,697204-1,697204-1,Species,CPCS
855,Rumex spp,Dock,2b,Rumex,,,328551-2,Genus,CPCS
856,Rumex spp,Sorrel,2b,Rumex,,,328551-2,Genus,CPCS
857,Rumex venosus,Sand begonia,"2b, 3",Rumex venosus,Rumex venosus,697611-1,697611-1,Species,CPCS
858,Rumex venosus,Wild begonia,"2b, 3",Rumex venosus,Rumex venosus,697611-1,697611-1,Species,CPCS
859,Rumex venosus,Wild hydrangea,"2b, 3",Rumex venosus,Rumex venosus,697611-1,697611-1,Species,CPCS
861,Samanea saman,Rain tree,3,Samanea saman,Samanea saman,227126-2,227126-2,Species,CPCS
862,Sambucus caerulea,Sambucus (all but ripe berries),3,,,,,,CPCS
863,Sambucus spp,Elderberry (all but ripe berries),3,Sambucus,,,30018446-2,Genus,CPCS
864,Sanguinaria canadensis,Bloodroot,3,Sanguinaria canadensis,Sanguinaria canadensis,673993-1,673993-1,Species,CPCS
865,Sanguinaria canadensis,Red root,3,Sanguinaria canadensis,Sanguinaria canadensis,673993-1,673993-1,Species,CPCS
866,Sapium sebiferum,Chinese tallow tree,13,Triadica sebifera,Triadica sebifera,256588-2,256588-2,Species,CPCS
867,Sapium sebiferum,Tallow tree,13,Triadica sebifera,Triadica sebifera,256588-2,256588-2,Species,CPCS
868,Sassafras spp,Cinnamonwood,4,Sassafras,,,30028575-2,Genus,CPCS
869,Sassafras spp,Sassafras,4,Sassafras,,,30028575-2,Genus,CPCS
870,Sassafras spp,Sassafras tea,4,Sassafras,,,30028575-2,Genus,CPCS
871,Sassafras spp,Tea tree,4,Sassafras,,,30028575-2,Genus,CPCS
872,Schinus molle,Pepper tree,13,Schinus molle,Schinus molle,71044-1,71044-1,Species,CPCS
873,Schinus terebinthifolius,Christmas berry tree,1,Schinus terebinthifolia,Schinus terebinthifolia,71069-1,71069-1,Species,CPCS
874,Scilla verna,Sea onion,4,Scilla verna,Scilla verna,541086-1,541086-1,Species,CPCS
875,Scilla verna,Spring onion,4,Scilla verna,Scilla verna,541086-1,541086-1,Species,CPCS
876,Scindapsus aureus,Devilâs ivy,2a,Epipremnum aureum,Epipremnum aureum,87014-1,87014-1,Species,CPCS
877,Scindapsus aureus,Golden pothos,2a,Epipremnum aureum,Epipremnum aureum,87014-1,87014-1,Species,CPCS
878,Scindapsus aureus,Marble queen pothos,2a,Epipremnum aureum,Epipremnum aureum,87014-1,87014-1,Species,CPCS
879,Scindapsus aureus,Pothos,2a,Epipremnum aureum,Epipremnum aureum,87014-1,87014-1,Species,CPCS
880,Senecio articulatus,Candle plant,4,Baculellum articulatum,Baculellum articulatum,77175035-1,77175035-1,Species,CPCS
881,Senecio aureus,Golden ragwort,4,Synotis cappa var. cappa,Synotis cappa,914676-1,77232942-1,Variety,CPCS
882,Senecio confusus,Mexican flame vine,1,Pseudogynoxys chenopodioides,Pseudogynoxys chenopodioides,211361-2,211361-2,Species,CPCS
883,Senecio jacobaea,"Ragwort, tansy",4,Jacobaea maritima subsp. maritima,Jacobaea maritima,77075194-1,77180722-1,Subspecies,CPCS
884,Senecio mikanioides,"Ivy, water",4,Delairea odorata,Delairea odorata,201136-1,201136-1,Species,CPCS
885,Senecio mikanioides,Parlor ivy,4,Delairea odorata,Delairea odorata,201136-1,201136-1,Species,CPCS
886,Senecio petasitis,"Geranium, California",4,Roldana petasitis,Roldana petasitis,221711-2,221711-2,Species,CPCS
887,Senecio petasitis,"Geranium, velvet",4,Roldana petasitis,Roldana petasitis,221711-2,221711-2,Species,CPCS
888,Senecio spp,Dusty miller,4,Senecio,,,325904-2,Genus,CPCS
889,Senecio spp,Rosary beads (not to be confused with Rosary vine),4,Senecio,,,325904-2,Genus,CPCS
890,Senecio spp,Rosary pearls,4,Senecio,,,325904-2,Genus,CPCS
891,Senecio spp,String of beads,4,Senecio,,,325904-2,Genus,CPCS
892,Senecio spp,String of pearls,4,Senecio,,,325904-2,Genus,CPCS
893,Sesbania punicea,False poinciana,4,Sesbania punicea,Sesbania punicea,518525-1,518525-1,Species,CPCS
894,Sesbania punicea,Rattlebox,4,Sesbania punicea,Sesbania punicea,518525-1,518525-1,Species,CPCS
895,Sesbania vesicaria,Coffee bean,4,Sesbania vesicaria,Sesbania vesicaria,518555-1,518555-1,Species,CPCS
896,Solandra grandiflora,Silvercup,4,Solandra grandiflora,Solandra grandiflora,329815-2,329815-2,Species,CPCS
897,Solandra longiflora,Chalice vine,4,Solandra longiflora,Solandra longiflora,818075-1,818075-1,Species,CPCS
898,Solandra spp,Solandra,4,Solandra,,,329807-2,Genus,CPCS
899,Solandra spp,Trumpet flower or Trumpet plant,4,Solandra,,,329807-2,Genus,CPCS
900,Solanum aculeatissimum,Fishtail palm,4,Solanum aculeatissimum,Solanum aculeatissimum,330626-2,330626-2,Species,CPCS
901,Solanum capsicastrum,Christmas orange,4,Solanum pseudocapsicum,Solanum pseudocapsicum,316948-2,316948-2,Species,CPCS
902,Solanum capsicastrum,False Jerusalem cherry,4,Solanum pseudocapsicum,Solanum pseudocapsicum,316948-2,316948-2,Species,CPCS
903,Solanum carolinense,Wild tomato,4,Solanum carolinense,Solanum carolinense,285195-2,285195-2,Species,CPCS
904,Solanum dulcamara,Devil's apple,4,Solanum dulcamara,Solanum dulcamara,285213-2,285213-2,Species,CPCS
905,Solanum dulcamara,"Nightshade, blue",4,Solanum dulcamara,Solanum dulcamara,285213-2,285213-2,Species,CPCS
906,Solanum dulcamara,"Nightshade, climbing",4,Solanum dulcamara,Solanum dulcamara,285213-2,285213-2,Species,CPCS
907,Solanum dulcamara,"Nightshade, deadly",4,Solanum dulcamara,Solanum dulcamara,285213-2,285213-2,Species,CPCS
908,Solanum dulcamara,"Nightshade, poisonous",4,Solanum dulcamara,Solanum dulcamara,285213-2,285213-2,Species,CPCS
909,Solanum dulcamara,"Nightshade, woody",4,Solanum dulcamara,Solanum dulcamara,285213-2,285213-2,Species,CPCS
910,Solanum eleagnifolium,Devils tomato,4,,,,,,CPCS
911,Solanum eleagnifolium,"Tomato, devil's",4,,,,,,CPCS
912,Solanum jasminoides,Potato vine,4,Solanum laxum,Solanum laxum,330664-2,330664-2,Species,CPCS
913,Solanum nigrum,"Nightshade, black",4,Solanum nigrum,Solanum nigrum,30048260-2,30048260-2,Species,CPCS
914,Solanum nigrum,"Nightshade, common",4,Solanum nigrum,Solanum nigrum,30048260-2,30048260-2,Species,CPCS
915,Solanum nigrum,Poison berry,4,Solanum nigrum,Solanum nigrum,30048260-2,30048260-2,Species,CPCS
916,Solanum pseudocapsicum,Jerusalem cherry,3,Solanum pseudocapsicum,Solanum pseudocapsicum,316948-2,316948-2,Species,CPCS
917,Solanum pseudocapsicum,Ornamental pepper,3,Solanum pseudocapsicum,Solanum pseudocapsicum,316948-2,316948-2,Species,CPCS
918,Solanum seaforthianum,Star potato vine,3,Solanum seaforthianum,Solanum seaforthianum,316949-2,316949-2,Species,CPCS
919,Solanum spp,Deadly nightshade,4,,,,,,CPCS
920,Solanum tuberosum,Potato (all green parts),4,Solanum tuberosum,Solanum tuberosum,821337-1,821337-1,Species,CPCS
921,Sophora japonica,Japanese pagoda tree,4,Styphnolobium japonicum,Styphnolobium japonicum,1119529-2,1119529-2,Species,CPCS
922,Sophora japonica,Weeping pagoda tree,4,Styphnolobium japonicum,Styphnolobium japonicum,1119529-2,1119529-2,Species,CPCS
923,Sophora secundiflora,Mescal bean,4,Dermatophyllum secundiflorum,Dermatophyllum secundiflorum,77116898-1,77116898-1,Species,CPCS
924,Spartium junceum,Spanish broom,3,Spartium junceum,Spartium junceum,519057-1,519057-1,Species,CPCS
925,Spartium junceum,Weaver's broom,3,Spartium junceum,Spartium junceum,519057-1,519057-1,Species,CPCS
926,Spartium scoparium,Irish tops,4,Cytisus scoparius,Cytisus scoparius,489963-1,489963-1,Species,CPCS
927,Spartium scoparium,Scotch broom,4,Cytisus scoparius,Cytisus scoparius,489963-1,489963-1,Species,CPCS
928,Spathiphyllum spp,Mauna loa,2a,Spathiphyllum,,,30003632-2,Genus,CPCS
929,Spathiphyllum spp,Peace lily,2a,Spathiphyllum,,,30003632-2,Genus,CPCS
930,Spathiphyllum spp,Snowflower,2a,Spathiphyllum,,,30003632-2,Genus,CPCS
931,Spathiphyllum spp,Spathe flower,2a,Spathiphyllum,,,30003632-2,Genus,CPCS
932,Spathiphyllum spp,Spathiphyllum,2a,Spathiphyllum,,,30003632-2,Genus,CPCS
933,Spigelia marilandica,Carolina pink,4,Spigelia marilandica,Spigelia marilandica,546966-1,546966-1,Species,CPCS
934,Spigelia marilandica,Indian pink,4,Spigelia marilandica,Spigelia marilandica,546966-1,546966-1,Species,CPCS
935,Spigelia marilandica,Pinkroot,4,Spigelia marilandica,Spigelia marilandica,546966-1,546966-1,Species,CPCS
936,Stillingia spp,Queen's delight,1,Stillingia,,,327719-2,Genus,CPCS
937,Stillingia sylvatica,Queen's root,1,Stillingia sylvatica,Stillingia sylvatica,356605-1,356605-1,Species,CPCS
938,Streptosolen jamesonii,Marmalade bush,4,Streptosolen jamesonii,Streptosolen jamesonii,821609-1,821609-1,Species,CPCS
939,Strychnos nux-vomica,Poison nut,4,Strychnos nux-vomica,Strychnos nux-vomica,547371-1,547371-1,Species,CPCS
940,Symphoricarpos spp,Indian currant,3,Symphoricarpos,,,30010757-2,Genus,CPCS
941,Symphoricarpos spp,Snowberry,3,Symphoricarpos,,,30010757-2,Genus,CPCS
942,Symphoricarpos spp,Wax berry,3,Symphoricarpos,,,30010757-2,Genus,CPCS
943,Symphoricarpus spp,Coral berry,3,,,,,,CPCS
944,Symphytum officinale,Comfrey,4,Symphytum officinale,Symphytum officinale,120815-1,120815-1,Species,CPCS
945,Symphytum officinale,Slippery root,4,Symphytum officinale,Symphytum officinale,120815-1,120815-1,Species,CPCS
946,Symplocarpus foetidus,Polecat weed,2a,Symplocarpus foetidus,Symplocarpus foetidus,1149384-2,1149384-2,Species,CPCS
947,Symplocarpus foetidus,Skunk cabbage,2a,Symplocarpus foetidus,Symplocarpus foetidus,1149384-2,1149384-2,Species,CPCS
948,Symplocarpus foetidus,Skunkweed,2a,Symplocarpus foetidus,Symplocarpus foetidus,1149384-2,1149384-2,Species,CPCS
949,Syngonium podophyllum,Arrowhead vine,2a,Syngonium podophyllum,Syngonium podophyllum,89152-1,89152-1,Species,CPCS
950,Syngonium podophyllum,Nephthytis,2a,Syngonium podophyllum,Syngonium podophyllum,89152-1,89152-1,Species,CPCS
952,Tabebuia spp,Trumpet tree,13,Tabebuia,,,30001133-2,Genus,CPCS
953,Tagetes erecta,"Marigold, big",1,Tagetes erecta,Tagetes erecta,252092-1,252092-1,Species,CPCS
954,Tanacetum vulgare,Golden buttons,13,Tanacetum vulgare,Tanacetum vulgare,252568-1,252568-1,Species,CPCS
955,Tanacetum vulgare,Tansy,13,Tanacetum vulgare,Tanacetum vulgare,252568-1,252568-1,Species,CPCS
956,Taxus baccata,English yew,4,Taxus baccata,Taxus baccata,306036-2,306036-2,Species,CPCS
957,Taxus baccata,Yew,4,Taxus baccata,Taxus baccata,306036-2,306036-2,Species,CPCS
958,Taxus sieboldii,Taxus,4,,,,,,CPCS
959,Thevetia peruviana,Be still tree,4,Cascabela thevetia,Cascabela thevetia,47927-2,47927-2,Species,CPCS
960,Thevetia peruviana,Lucky seed,4,Cascabela thevetia,Cascabela thevetia,47927-2,47927-2,Species,CPCS
961,Thevetia peruviana,"Oleander, yellow",4,Cascabela thevetia,Cascabela thevetia,47927-2,47927-2,Species,CPCS
962,Thevetia peruviana,Yellow oleander,4,Cascabela thevetia,Cascabela thevetia,47927-2,47927-2,Species,CPCS
963,Toxicodendron diversilobum,Western poison oak,1,Toxicodendron diversilobum,Toxicodendron diversilobum,255739-2,255739-2,Species,CPCS
964,Toxicodendron quercifolium,Eastern poison oak,1,Toxicodendron pubescens,Toxicodendron pubescens,255764-2,255764-2,Species,CPCS
965,Toxicodendron radicans,Poison vine,1,Toxicodendron radicans,Toxicodendron radicans,255769-2,255769-2,Species,CPCS
966,Toxicodendron radicans,Poison ivy,1,Toxicodendron radicans,Toxicodendron radicans,255769-2,255769-2,Species,CPCS
967,Toxicodendron spp,Poison creeper,1,Toxicodendron,,,30002515-2,Genus,CPCS
968,Toxicodendron spp,Poison oak,1,Toxicodendron,,,30002515-2,Genus,CPCS
969,Toxicodendron vernicifluum,Lacquer tree,1,Toxicodendron vernicifluum,Toxicodendron vernicifluum,71819-1,71819-1,Species,CPCS
970,Toxicodendron vernix,Poison dogwood,1,Toxicodendron vernix,Toxicodendron vernix,255798-2,255798-2,Species,CPCS
971,Toxicodendron vernix,Poison elder,1,Toxicodendron vernix,Toxicodendron vernix,255798-2,255798-2,Species,CPCS
972,Toxicodendron vernix,Poison sumac,1,Toxicodendron vernix,Toxicodendron vernix,255798-2,255798-2,Species,CPCS
973,Tulipa spp,Tulip,13,Tulipa,,,24874-1,Genus,CPCS
975,Ulmus fulva,Slippery elm,1,Ulmus rubra,Ulmus rubra,306680-2,306680-2,Species,CPCS
976,Urechites spp,"Allamanda, wild",4,Pentalinon,,,2502-1,Genus,CPCS
977,Urechites spp,"Nighshade, yellow",4,Pentalinon,,,2502-1,Genus,CPCS
978,Urginea maritima,Red squill,4,Drimia maritima,Drimia maritima,534538-1,534538-1,Species,CPCS
979,Urginea maritima,Sea onion,4,Drimia maritima,Drimia maritima,534538-1,534538-1,Species,CPCS
980,Urginea maritima,Squill,4,Drimia maritima,Drimia maritima,534538-1,534538-1,Species,CPCS
981,Urtica spp,"Nettle, stinging",1,Urtica,,,30002031-2,Genus,CPCS
983,Valeriana officinales,Valerian,4,,,,,,CPCS
984,Veratrum spp,Corn lily,4,Veratrum,,,325946-2,Genus,CPCS
985,Veratrum spp,Skunk cabbage,4,Veratrum,,,325946-2,Genus,CPCS
986,Veratrum spp,Veratrum,4,Veratrum,,,325946-2,Genus,CPCS
987,Veratrum viride,Green hellebore,4,Veratrum viride,Veratrum viride,543543-1,543543-1,Species,CPCS
988,Veratrum viride,Hellebore,4,Veratrum viride,Veratrum viride,543543-1,543543-1,Species,CPCS
989,Veratrum viride,Indian poke,4,Veratrum viride,Veratrum viride,543543-1,543543-1,Species,CPCS
990,Verbena spp,Verbena,1,Verbena,,,330551-2,Genus,CPCS
991,Vinca major,Blue buttons,4,Vinca major,Vinca major,82697-1,82697-1,Species,CPCS
992,Vinca major,Vinca major,4,Vinca major,Vinca major,82697-1,82697-1,Species,CPCS
993,Vinca minor,Myrtle,4,Vinca minor,Vinca minor,82701-1,82701-1,Species,CPCS
994,Vinca minor,Vinca minor,4,Vinca minor,Vinca minor,82701-1,82701-1,Species,CPCS
995,Vinca rosea,Periwinkle,4,Catharanthus roseus,Catharanthus roseus,77880-1,77880-1,Species,CPCS
996,Vinca rosea,Vinca rosea,4,Catharanthus roseus,Catharanthus roseus,77880-1,77880-1,Species,CPCS
997,Viola cornuta,Johnny jump up (seeds only),3,Viola cornuta,Viola cornuta,867953-1,867953-1,Species,CPCS
998,Viola odorata,Viola (seeds only),3,Viola odorata,Viola odorata,868828-1,868828-1,Species,CPCS
999,Viola odorata,Violet (seeds only),3,Viola odorata,Viola odorata,868828-1,868828-1,Species,CPCS
1000,Viola tricolor,Pansy (seeds only),3,Viola tricolor,Viola tricolor,869428-1,869428-1,Species,CPCS
1001,Viscum album,"Mistletoe, European",3,Viscum album,Viscum album,300881-2,300881-2,Species,CPCS
1003,Wisteria fructescens,Wisteria,3,,,,,,CPCS
1005,Xanthium spp,Cocklebur,13,Xanthium,,,11557-1,Genus,CPCS
1007,Zamia spp,Cycads,4,Zamia,,,328825-2,Genus,CPCS
1008,Zamia spp,Cycas,4,Zamia,,,328825-2,Genus,CPCS
1009,Zamia spp,Sago cycas,4,Zamia,,,328825-2,Genus,CPCS
1010,Zamia spp,Zamia,4,Zamia,,,328825-2,Genus,CPCS
1011,Zantedeschia aethiopica,"Lily, arum",2a,Zantedeschia aethiopica,Zantedeschia aethiopica,89403-1,89403-1,Species,CPCS
1012,Zantedeschia aethiopica,"Lily, pig",2a,Zantedeschia aethiopica,Zantedeschia aethiopica,89403-1,89403-1,Species,CPCS
1013,Zantedeschia aethiopica,"Lily, trumpet",2q,Zantedeschia aethiopica,Zantedeschia aethiopica,89403-1,89403-1,Species,CPCS
1014,Zantedeschia aethiopica,Trumpet lily,2a,Zantedeschia aethiopica,Zantedeschia aethiopica,89403-1,89403-1,Species,CPCS
1015,Zantedeschia spp,Calla lily,2a,Zantedeschia,,,331310-2,Genus,CPCS
1016,Zephyranthes atamasco,Atamasco lily,13,Zephyranthes atamasco,Zephyranthes atamasco,270918-2,270918-2,Species,CPCS
1017,Zephyranthes atamasco,Rain lily,13,Zephyranthes atamasco,Zephyranthes atamasco,270918-2,270918-2,Species,CPCS
1018,Zephyranthes atamasco,Zephyr lily,13,Zephyranthes atamasco,Zephyranthes atamasco,270918-2,270918-2,Species,CPCS
1019,Zigadenus elegans,"Camus, white",4,Anticlea elegans,Anticlea elegans,15844-2,15844-2,Species,CPCS
1020,Zigadenus nuttallii,Poison camus,4,Toxicoscordion nuttallii,Toxicoscordion nuttallii,255811-2,255811-2,Species,CPCS
1021,Zigadenus or Zygadenus spp,Death camus,4,,,,,,CPCS
1022,Zigadenus or Zygadenus venenosus,"Snakeroot, black",4,,,,,,CPCS
